Transaction_ID|Customer_ID|Product_Id|Date|Time|Quantity|Price|Feedback|Shipping_Method|Payment_Method|Order_Status|Ratings
3007613|41048|10206|2023-03-01|05:42:07|3|321.4702039|Bad|Express|Debit Card|Pending|1
2919412|90633|10232|2023-03-01|05:43:37|8|237.2028296|Average|Same-Day|Cash|Pending|2
9293615|77842|10238|2023-03-01|05:45:27|4|247.3792524|Bad|Standard|PayPal|Delivered|1
9373375|99348|10402|2023-03-01|05:47:25|8|215.861761|Good|Same-Day|Cash|Delivered|4
6637931|24166|10293|2023-03-01|05:49:01|4|53.67739979|Good|Express|Credit Card|Delivered|3
5393444|90375|10450|2023-03-01|05:51:10|7|136.5599934|Excellent|Same-Day|Credit Card|Delivered|5
6501892|90555|10121|2023-03-01|05:52:11|2|387.1858797|Average|Standard|Cash|Shipped|2
8161459|60829|10012|2023-03-01|05:53:09|2|461.883859|Good|Same-Day|Credit Card|Delivered|3
6705923|88895|10394|2023-03-01|05:54:22|5|218.2402693|Excellent|Express|PayPal|Delivered|4
8729253|52660|10236|2023-03-01|05:55:02|8|104.3920551|Average|Standard|Cash|Delivered|2
6948431|43188|10367|2023-03-01|05:57:04|8|674524172|Excellent|Standard|Debit Card|Delivered|4
4818310|31823|10021|2023-03-01|05:58:32|6|453.8131907|Excellent|Express|Credit Card|Shipped|4
8989165|32454|10041|2023-03-01|05:58:45|10|384.5037446|Good|Express|Debit Card|Delivered|4
1093538|26213|10156|2023-03-01|06:01:00|7|382.7884303|Good|Standard|PayPal|Shipped|4
4115830|57611|10232|2023-03-01|06:02:44|5|332.2354711|Excellent|Express|Credit Card|Delivered|4
4876026|50011|10179|2023-03-01|06:03:05|1|79.26942363|Average|Same-Day|Credit Card|Processing|2
7158691|45365|10113|2023-03-01|06:07:19|5|361442039|Bad|Same-Day|Cash|Delivered|1
5773833|28954|10392|2023-03-01|06:07:24|3|398.4932982|Excellent|Express|PayPal|Delivered|5
2774322|89791|10234|2023-03-01|06:07:40|3|442.3142812|Good|Same-Day|Credit Card|Delivered|4
4709642|30200|10414|2023-03-01|06:11:53|2|309.743897|Excellent|Same-Day|Cash|Shipped|4
4207927|91506|10450|2023-03-01|06:12:32|8|82.85651487|Bad|Standard|Cash|Delivered|1
2312748|52290|10269|2023-03-01|06:13:49|9|276.3440441|Excellent|Standard|Credit Card|Delivered|4
4601695|43921|10461|2023-03-01|06:16:21|8|302.3713746|Good|Same-Day|Credit Card|Shipped|4
4777609|36884|10326|2023-03-01|06:17:14|9|253.2607175|Average|Standard|Cash|Pending|2
8562086|16147|10337|2023-03-01|06:25:46|8|65.42614954|Good|Same-Day|Cash|Shipped|3
8639541|48554|10344|2023-03-01|06:28:59|1|136.2419526|Excellent|Same-Day|PayPal|Delivered|5
8405742|69416|10227|2023-03-01|06:32:13|1|205.2884142|Average|Standard|Cash|Delivered|2
5822245|75946|10290|2023-03-01|06:33:16|10|210.1204865|Excellent|Standard|Cash|Processing|5
3763164|80745|10039|2023-03-01|06:34:06|6|407.3620577|Good|Express|PayPal|Delivered|3
6663490|37560|10473|2023-03-01|06:34:42|8|408.23553|Excellent|Same-Day|Credit Card|Delivered|5
5548697|73058|10206|2023-03-01|06:36:41|1|314.4018322|Excellent|Same-Day|Debit Card|Pending|4
4296675|39823|10353|2023-03-01|06:39:31|10|359.3510872|Average|Standard|Credit Card|Shipped|2
6075549|31936|10241|2023-03-01|06:40:21|5|341.1383851|Good|Standard|Credit Card|Processing|3
8990975|95662|10026|2023-03-01|06:42:41|2|132648033|Good|Express|Cash|Processing|3
8536350|77644|10158|2023-03-01|06:44:09|5|341.9837758|Excellent|Same-Day|Cash|Pending|4
3536602|94433|10018|2023-03-01|06:44:41|8|201.5576837|Bad|Same-Day|Credit Card|Shipped|1
3416674|76166|10278|2023-03-01|06:45:30|6|107.1599522|Good|Express|Debit Card|Delivered|4
3538643|22647|10398|2023-03-01|06:48:08|8|278.5337118|Good|Same-Day|PayPal|Delivered|4
4383993|60223|10187|2023-03-01|06:50:03|6|190.9167887|Excellent|Express|PayPal|Shipped|5
7147901|89303|10143|2023-03-01|06:52:17|8|176.10774|Good|Express|Credit Card|Delivered|4
2677123|58906|10118|2023-03-01|06:53:48|7|240.9174148|Excellent|Express|Credit Card|Delivered|5
5033751|75702|10328|2023-03-01|06:55:47|6|322.6076251|Average|Express|Credit Card|Shipped|2
8339262|26108|10084|2023-03-01|06:57:29|10|412.4183735|Excellent|Standard|Debit Card|Shipped|5
8910594|47318|10140|2023-03-01|06:57:51|4|489.2901142|Excellent|Express|PayPal|Pending|4
2874157|49067|10035|2023-03-01|07:00:05|7|404.6159614|Bad|Standard|Debit Card|Delivered|1
3571835|82704|10476|2023-03-01|07:00:14|7|260.4585016|Average|Standard|Credit Card|Shipped|2
3235841|10780|10106|2023-03-01|07:02:26|8|308.7110782|Bad|Same-Day|PayPal|Delivered|1
2682498|29221|10421|2023-03-01|07:03:50|7|158.9537997|Excellent|Same-Day|Cash|Processing|4
9206466|13005|10130|2023-03-01|07:08:47|10|171.1407077|Good|Standard|Credit Card|Pending|3
2276913|74690|10057|2023-03-01|07:13:21|5|297.7435823|Average|Standard|PayPal|Delivered|2
2777391|56693|10104|2023-03-01|07:17:34|8|72.99989064|Excellent|Express|PayPal|Delivered|5
1596193|82991|10043|2023-03-01|07:18:09|7|190.5595387|Average|Same-Day|Cash|Shipped|2
3167180|56431|10307|2023-03-01|07:23:51|3|154.981002|Average|Standard|Credit Card|Processing|2
1518262|84172|10440|2023-03-01|07:24:24|7|53.167992|Excellent|Standard|Credit Card|Delivered|5
7930873|55832|10361|2023-03-01|07:24:40|10|343.1129349|Excellent|Standard|Debit Card|Delivered|5
9871094|39621|10198|2023-03-01|07:27:57|7|158.3620772|Excellent|Same-Day|Credit Card|Delivered|4
7928966|14436|10203|2023-03-01|07:29:02|9|382.6321509|Average|Express|Debit Card|Delivered|2
5174813|30483|10188|2023-03-01|07:29:50|6|258.2545144|Excellent|Standard|Credit Card|Delivered|5
6558787|49180|10348|2023-03-01|07:31:32|8|263.8736953|Good|Standard|Debit Card|Delivered|3
1873820|24751|10365|2023-03-01|07:38:19|10|451.1822039|Excellent|Standard|Debit Card|Processing|4
3382405|21637|10430|2023-03-01|07:40:53|5|440.4304332|Good|Same-Day|PayPal|Pending|3
1128806|43760|10171|2023-03-01|07:41:02|3|296.9951635|Excellent|Same-Day|Credit Card|Delivered|4
1131136|77284|10059|2023-03-01|07:41:08|3|41.38900658|Good|Standard|PayPal|Delivered|4
7019382|68921|10075|2023-03-01|07:43:04|5|330.8100975|Excellent|Same-Day|Credit Card|Delivered|5
7128178|97631|10270|2023-03-01|07:43:08|7|355.2124527|Excellent|Standard|Credit Card|Delivered|4
5054043|84812|10052|2023-03-01|07:43:39|8|362.9296345|Excellent|Express|Debit Card|Shipped|4
4447632|38608|10360|2023-03-01|07:45:27|10|366.3070607|Excellent|Express|PayPal|Pending|5
7456633|65566|10322|2023-03-01|07:52:25|8|2694044|Bad|Same-Day|Debit Card|Shipped|1
4945439|15280|10372|2023-03-01|07:53:00|2|363.7456488|Excellent|Same-Day|Cash|Shipped|4
1633293|66605|10323|2023-03-01|07:53:47|2|67.99473005|Excellent|Same-Day|Credit Card|Delivered|4
8474760|22889|10351|2023-03-01|07:56:16|8|105.2604553|Average|Express|Credit Card|Processing|2
6116124|99217|10453|2023-03-01|07:56:56|2|219.7760209|Excellent|Standard|Cash|Shipped|4
8526630|45294|10182|2023-03-01|07:58:56|6|237.4621414|Average|Same-Day|PayPal|Shipped|2
2936943|31996|10048|2023-03-01|07:59:07|8|485.8300904|Good|Standard|PayPal|Processing|3
3005211|69544|10044|2023-03-01|08:02:17|5|330.8823764|Excellent|Standard|PayPal|Delivered|4
3400425|74970|10313|2023-03-01|08:03:39|7|37.80949383|Good|Standard|Cash|Shipped|3
4413741|33723|10455|2023-03-01|08:10:07|6|403.7722057|Good|Express|Credit Card|Pending|3
8007841|18020|10375|2023-03-01|08:11:10|3|237.8464056|Good|Express|Credit Card|Shipped|3
6244954|70989|10451|2023-03-01|08:11:55|2|31.56938503|Excellent|Standard|PayPal|Delivered|5
4136142|31404|10429|2023-03-01|08:12:24|1|288.42212|Average|Same-Day|Cash|Shipped|2
6581362|45256|10049|2023-03-01|08:15:05|7|130.7390793|Bad|Express|Debit Card|Delivered|1
